article_number,article_title,article_text,book,title,chapter,section,annotations
2,Termenul stabilit pe ore,"Când termenul se stabilește pe ore, nu se iau în calcul prima și ultima oră a termenului.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul III Calculul termenelor,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Prezumția efectuării în termen a actelor,"Actele de orice fel se socotesc făcute în termen, dacă înscrisurile care le constată au fost predate oficiului poștal sau telegrafic cel mai târziu în ultima zi a termenului, până la ora când încetează în mod obișnuit activitatea la acel oficiu.
*) Dispozițiile tranzitorii și de punere în aplicare a cărții a VII-a sunt cuprinse în art. 207 și 208 din Legea nr. 71/2011.","Cartea a VI-a Despre prescripția extinctivă, decădere și calculul termenelor*)",Titlul III Calculul termenelor,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,Notă
2,Obiectul reglementării,"(1) Prezenta carte cuprinde norme pentru determinarea legii aplicabile unui raport de drept internațional privat.
(2) În înțelesul prezentei cărți, raporturile de drept internațional privat sunt raporturile civile, comerciale, precum și alte raporturi de drept privat cu element de extraneitate.
(3) Dispozițiile prezentei cărți sunt aplicabile în măsura în care convențiile internaționale la care România este parte, dreptul Uniunii Europene sau dispozițiile din legile speciale nu stabilesc o altă reglementare.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Calificarea,"(1) Când determinarea legii aplicabile depinde de calificarea ce urmează să fie dată unei instituții de drept sau unui raport juridic, se ia în considerare calificarea juridică stabilită de legea română.
(2) În caz de retrimitere, calificarea se face după legea străină care a retrimis la legea română.
(3) Natura mobiliară sau imobiliară a bunurilor se determină potrivit legii locului unde acestea se află sau, după caz, sunt situate.
(4) Dacă legea română nu cunoaște o instituție juridică străină sau o cunoaște sub o altă denumire ori cu un alt conținut, se poate lua în considerare calificarea juridică făcută de legea străină.
(5) Cu toate acestea, când părțile au determinat ele însele înțelesul noțiunilor dintr-un act juridic, calificarea acestor noțiuni se face după voința părților.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Retrimiterea,"(1) Legea străină cuprinde dispozițiile de drept material, inclusiv normele conflictuale, cu excepția unor dispoziții contrare.
(2) Dacă legea străină retrimite la dreptul român sau la dreptul altui stat, se aplică legea română, dacă nu se prevede în mod expres altfel.
(3) Prin excepție de la prevederile alin. (1), legea străină nu cuprinde și normele ei conflictuale în cazul în care părțile au ales legea străină aplicabilă, în cazul legii străine aplicabile formei actelor juridice și obligațiilor extracontractuale, precum și în alte cazuri speciale prevăzute de convențiile internaționale la care România este parte, de dreptul Uniunii Europene sau de lege.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Sistemele plurilegislative,"Dacă legea străină aparține unui stat în care coexistă mai multe sisteme legislative, dreptul acelui stat determină dispozițiile legale aplicabile, iar în lipsă, se aplică sistemul legislativ din cadrul acelui stat care prezintă cele mai strânse legături cu raportul juridic.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Reciprocitatea,"(1) Aplicarea legii străine este independentă de condiția reciprocității.
(2) Dispozițiile speciale prin care se cere condiția reciprocității în anumite materii rămân aplicabile. Îndeplinirea condiției reciprocității de fapt este prezumată până la dovada contrară care se stabilește de Ministerul Justiției, prin consultare cu Ministerul Afacerilor Externe.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Conținutul legii străine,"(1) Conținutul legii străine se stabilește de instanța judecătorească prin atestări obținute de la organele statului care au edictat-o, prin avizul unui expert sau printr-un alt mod adecvat.
(2) Partea care invocă o lege străină poate fi obligată să facă dovada conținutului ei.
(3) În cazul imposibilității de a stabili, într-un termen rezonabil, conținutul legii străine, se aplică legea română.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Interpretarea și aplicarea legii străine,Legea străină se interpretează și se aplică potrivit regulilor de interpretare și aplicare existente în sistemul de drept căruia îi aparține.,Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Înlăturarea aplicării legii străine,"(1) Aplicarea legii străine se înlătură dacă încalcă ordinea publică de drept internațional privat român sau dacă legea străină respectivă a devenit competentă prin fraudarea legii române. În cazul înlăturării aplicării legii străine, se aplică legea română.
(2) Aplicarea legii străine încalcă ordinea publică de drept internațional privat român în măsura în care ar conduce la un rezultat incompatibil cu principiile fundamentale ale dreptului român ori ale dreptului Uniunii Europene și cu drepturile fundamentale ale omului.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Înlăturarea excepțională a legii aplicabile,"(1) În mod excepțional, aplicarea legii determinate potrivit prezentei cărți poate fi înlăturată dacă, datorită circumstanțelor cauzei, raportul juridic are o legătură foarte îndepărtată cu această lege. În acest caz, se aplică legea cu care raportul juridic prezintă cele mai strânse legături.
(2) Dispozițiile alin. (1) nu sunt aplicabile în cazul legilor privind starea civilă sau capacitatea persoanei, precum și atunci când părțile au ales legea aplicabilă.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Normele de aplicație imediată,"(1) Dispozițiile imperative prevăzute de legea română pentru reglementarea unui raport juridic cu element de extraneitate se aplică în mod prioritar. În acest caz, nu sunt incidente prevederile prezentei cărți privind determinarea legii aplicabile.
(2) Pot fi aplicate direct și dispozițiile imperative prevăzute de legea altui stat pentru reglementarea unui raport juridic cu element de extraneitate, dacă raportul juridic prezintă strânse legături cu legea acelui stat, iar interesele legitime ale părților o impun. În acest caz, vor fi avute în vedere obiectul și scopul acestor dispoziții, precum și consecințele care decurg din aplicarea sau neaplicarea lor.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Recunoașterea drepturilor câștigate,"Drepturile câștigate în țară străină sunt respectate în România, cu excepția cazului în care sunt contrare ordinii publice în dreptul internațional privat român.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Legea națională,"(1) Legea națională este legea statului a cărui cetățenie o are persoana fizică sau, după caz, legea statului a cărui naționalitate o are persoana juridică.
(2) Dacă persoana are mai multe cetățenii, se aplică legea aceluia dintre state a cărui cetățenie o are și de care este cel mai strâns legată, în special prin reședința sa obișnuită.
(3) În cazul persoanei care nu are nicio cetățenie, trimiterea la legea națională este înțeleasă ca fiind făcută la legea statului unde are reședința obișnuită.
(4) Prevederile alin. (3) sunt aplicabile și în cazul refugiaților, potrivit dispozițiilor speciale și convențiilor internaționale la care România este parte.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Determinarea și proba cetățeniei,Determinarea și proba cetățeniei se fac în conformitate cu legea statului a cărui cetățenie se invocă.,Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Determinarea și proba reședinței obișnuite,"(1) În sensul prezentei cărți, reședința obișnuită a persoanei fizice este în statul în care persoana își are locuința principală, chiar dacă nu a îndeplinit formalitățile legale de înregistrare. Reședința obișnuită a unei persoane fizice acționând în exercițiul activității sale profesionale este locul unde această persoană are stabilimentul său principal.
(2) Pentru determinarea locuinței principale vor fi avute în vedere acele circumstanțe personale și profesionale care indică legături durabile cu statul respectiv sau intenția de a stabili asemenea legături.
(3) Reședința obișnuită a persoanei juridice este în statul în care aceasta își are stabilimentul principal.
(4) Stabilimentul principal al unei persoane juridice este locul unde aceasta și-a stabilit administrația centrală.
(5) Dovada reședinței obișnuite se poate face cu orice mijloace de probă.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
2,Naționalitatea persoanei juridice,"(1) Persoana juridică are naționalitatea statului pe al cărui teritoriu și-a stabilit, potrivit actului constitutiv, sediul social.
(2) Dacă există sedii în mai multe state, determinant pentru a identifica naționalitatea persoanei juridice este sediul real.
(3) Prin sediu real se înțelege locul unde se află centrul principal de conducere și de gestiune a activității statutare, chiar dacă hotărârile organului respectiv sunt adoptate potrivit directivelor transmise de acționari sau asociați din alte state.
(4) Cu toate acestea, dacă dreptul străin astfel determinat retrimite la dreptul statului în conformitate cu care a fost constituită persoana juridică, este aplicabil dreptul acestui din urmă stat.",Cartea a VII-a Dispoziții de drept internațional privat*),Titlul I Dispoziții generale,Capitolul IV Împlinirea prescripției,Secţiunea a 3-a Întreruperea prescripției extinctive,
